rk,player,squad,status,page_title,description,image_url,file
1472,Giorgos Masouras,Bochum,ok,Georgios Masouras,Greek footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/2/24/Georgios_Masouras_%28Testspiel%2C_2022-07-02%29_47_%28cropped%29.jpg,
1473,Erhan Mašović,Bochum,ok,Erhan Mašović,Serbian footballer,https://upload.wikimedia.org/wikipedia/commons/a/a4/Erhan_Ma%C5%A1ovi%C4%87_%28ispred%29_na_utakmici_protiv_Crne_Gore_%28croped%29_%28cropped%29.jpg,
1474,Igor Matanovic,Eint Frankfurt,no_photo,Igor Matanović,Croatian footballer (born 2003),,
1475,Chrislain Matsima,Augsburg,ok,Chrislain Matsima,French footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/RB_Salzburg_gegen_AS_Monaco_%28Testspiel%2C_3._Juli_2021%29_52_%28cropped%29.jpg/500px-RB_Salzburg_gegen_AS_Monaco_%28Testspiel%2C_3._Juli_2021%29_52_%28cropped%29.jpg,
1476,Jean Mattéo Bahoya,Eint Frankfurt,no_photo,Jean-Mattéo Bahoya,French footballer (born 2005),,
1477,Maurides,St. Pauli,ok,Maurides,Brazilian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Maurides_Roque_Junior_2018.jpg/500px-Maurides_Roque_Junior_2018.jpg,
1478,Keke Maximilian Topp,Werder Bremen,no_photo,Keke Topp,German footballer (born 2004),,
1479,Jakov Medić,Bochum,no_photo,Jakov Medić,Croatian footballer (born 1998),,
1480,Connor Metcalfe,St. Pauli,ok,Connor Metcalfe,Australian soccer player (born 1999),https://upload.wikimedia.org/wikipedia/commons/b/b2/4822293_AE7I6590_-_Connor_Metcalfe.jpg,
1481,Karol Mets,St. Pauli,ok,Karol Mets,Estonian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Karol_Mets_in_CSKA.jpg/500px-Karol_Mets_in_CSKA.jpg,
1482,Alexander Meyer,Dortmund,ok,"Alexander Meyer (footballer, born 1991)",German footballer (born 1991),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93018.jpg/500px-2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93018.jpg,
1483,Florian Micheler,Hoffenheim,ok,TSG 1899 Hoffenheim II,"German football club, based in Hoffenheim",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Logo_TSG_Hoffenheim.svg/500px-Logo_TSG_Hoffenheim.svg.png,
1484,Enzo Millot,Stuttgart,ok,Enzo Millot,French footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Enzo_millot.jpg/500px-Enzo_millot.jpg,
1485,Kim Min-jae,Bayern Munich,ok,Kim Min-jae (footballer),South Korean footballer (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/FC_Red_Bull_Salzburg_gegen_Bayern_M%C3%BCnchen_%282025-01-06_Testspiel%29_26.jpg/500px-FC_Red_Bull_Salzburg_gegen_Bayern_M%C3%BCnchen_%282025-01-06_Testspiel%29_26.jpg,
1486,Maximilian Mittelstädt,Stuttgart,ok,Maximilian Mittelstädt,German footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Maxi_mittelstaedt.jpg/500px-Maxi_mittelstaedt.jpg,
1487,Koji Miyoshi,Bochum,ok,Kōji Miyoshi,Japanese footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Koji_miyoshi-1682782347_%28cropped%29.jpg/500px-Koji_miyoshi-1682782347_%28cropped%29.jpg,
1488,Max Moerstedt,Hoffenheim,no_photo,Max Moerstedt,German footballer (born 2006),,
1489,David Mokwa,Hoffenheim,no_photo,David Mokwa,French footballer (born 2004),,
1490,Steve Mounié,Augsburg,ok,Steve Mounié,Beninese footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Mouni%C3%A9_Juillet_2015.jpg/500px-Mouni%C3%A9_Juillet_2015.jpg,
1491,Nordi Mukiele,Leverkusen,ok,Nordi Mukiele,French footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3670_by_Stepro.jpg/500px-2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3670_by_Stepro.jpg,
1492,Florian Müller,Freiburg,no_photo,Florian Müller,Topics referred to by the same term,,
1493,Kevin Müller,Heidenheim,ok,Kevin Müller (footballer),German footballer (born 1991),https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/M%C3%BCller%2C_Kevin_Heidenheim_16-17_WP.jpg/500px-M%C3%BCller%2C_Kevin_Heidenheim_16-17_WP.jpg,
1494,Marius Müller,Wolfsburg,ok,"Marius Müller (footballer, born 1993)",German footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Marius-mueller.jpg/500px-Marius-mueller.jpg,
1495,Thomas Müller,Bayern Munich,ok,Thomas Müller,German footballer (born 1989),https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/FC_Red_Bull_Salzburg_gegen_Bayern_M%C3%BCnchen_%282025-01-06_Testspiel%29_19.jpg/500px-FC_Red_Bull_Salzburg_gegen_Bayern_M%C3%BCnchen_%282025-01-06_Testspiel%29_19.jpg,
1496,Jamal Musiala,Bayern Munich,ok,Jamal Musiala,German footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/4/44/Jamal_Musiala_2022_%28cropped%29.jpg,
1497,Florent Muslija,Freiburg,ok,Florent Muslija,Kosovan footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Florent_Muslija.jpg/500px-Florent_Muslija.jpg,
1498,Phillipp Mwene,Mainz 05,ok,Phillipp Mwene,Austrian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Phillipp-mwene.jpg/500px-Phillipp-mwene.jpg,
1499,Joakim Mæhle,Wolfsburg,ok,Joakim Mæhle,Danish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Joakim_M%C3%A6hle_September_2019.jpg/500px-Joakim_M%C3%A6hle_September_2019.jpg,
1500,Nathan N'Goumou,Gladbach,ok,Nathan Ngoumou,Cameroonian footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Ngoumou_2022-01-19_7_%28cropped_bust%29.jpg/500px-Ngoumou_2022-01-19_7_%28cropped_bust%29.jpg,
1501,Stanley N'Soki,Hoffenheim,ok,Stanley Nsoki,French footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/2019-07-17_SG_Dynamo_Dresden_vs._Paris_Saint-Germain_by_Sandro_Halank%E2%80%93097.jpg/500px-2019-07-17_SG_Dynamo_Dresden_vs._Paris_Saint-Germain_by_Sandro_Halank%E2%80%93097.jpg,
1502,Nikolas Nartey,Stuttgart,ok,Nikolas Nartey,Danish footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Nikolas_Nartey.jpg/500px-Nikolas_Nartey.jpg,
1503,Paul Nebel,Mainz 05,ok,Paul Nebel,German footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Paul_Nebel_with_Mainz_05_%282026%29.jpg/500px-Paul_Nebel_with_Mainz_05_%282026%29.jpg,
1504,Kosta Nedeljković,RB Leipzig,ok,Kosta Nedeljković,Serbian footballer (born 2005),https://upload.wikimedia.org/wikipedia/commons/d/d6/FC_Zenit_Saint_Petersburg_vs._Red_Star_Belgrade%2C_4_July_2023_%2845%29_%28cropped%29.jpg,
1505,Ivan Nekić,Holstein Kiel,ok,Ivan Nekić,Croatian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/2026-03-04_Ivan_Neki%C4%87.jpg/500px-2026-03-04_Ivan_Neki%C4%87.jpg,
1506,David Nemeth,St. Pauli,ok,David Nemeth,Austrian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/2025-04-23_-_FC_St_Pauli_-_David_Nemeth_1.jpg/500px-2025-04-23_-_FC_St_Pauli_-_David_Nemeth_1.jpg,
1507,Luca Netz,Gladbach,ok,Luca Netz,German footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/d/dc/2022128153147_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0695_-_B70I6806_%28cropped%29.jpg,
1508,Manuel Neuer,Bayern Munich,ok,Manuel Neuer,German footballer (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/20180602_FIFA_Friendly_Match_Austria_vs._Germany_Manuel_Neuer_850_0723.jpg/500px-20180602_FIFA_Friendly_Match_Austria_vs._Germany_Manuel_Neuer_850_0723.jpg,
1509,Florian Neuhaus,Gladbach,ok,Florian Neuhaus,German footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Florian_Neuhaus_Champions_for_Charity_2022_%28cropped%29.jpg/500px-Florian_Neuhaus_Champions_for_Charity_2022_%28cropped%29.jpg,
1510,Moritz Nicolas,Gladbach,no_photo,Moritz Nicolas,German footballer (born 1997),,
1511,Julian Niehues,Heidenheim,no_photo,Julian Niehues,German footballer,,
1512,Justin Njinmah,Werder Bremen,ok,Justin Njinmah,German footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/2022-11-11_Borussia_Dortund_II_gegen_FC_Erzgebirge_Aue_%283._Liga_2022-23%29_by_Sandro_Halank%E2%80%93073.jpg/500px-2022-11-11_Borussia_Dortund_II_gegen_FC_Erzgebirge_Aue_%283._Liga_2022-23%29_by_Sandro_Halank%E2%80%93073.jpg,
1513,Niels Nkounkou,Eint Frankfurt,no_photo,Niels Nkounkou,French footballer (born 2000),,
1514,Felix Nmecha,Dortmund,ok,Felix Nmecha,German footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Felix_Nmecha_2021.jpg/500px-Felix_Nmecha_2021.jpg,
1515,Lukas Nmecha,Wolfsburg,ok,Lukas Nmecha,German footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Youth_League_FC_Salzburg_gegen_Manchester_City_FC_%288._Februar_2017%29_01.jpg/500px-Youth_League_FC_Salzburg_gegen_Manchester_City_FC_%288._Februar_2017%29_01.jpg,
1516,Arnaud Nordin,Mainz 05,ok,Arnaud Nordin,French footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/c/cc/Nordin_asse_mhsc_2425.png,
1517,Alexander Nübel,Stuttgart,ok,Alexander Nübel,German footballer (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Alexander_nuebel.jpg/500px-Alexander_nuebel.jpg,
1518,Antonio Nusa,RB Leipzig,ok,Antonio Nusa,Norwegian footballer (born 2005),https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Antonio_Nusa_Morocco_v_Norway_7_June_2026-110_%28cropped%29.jpg/500px-Antonio_Nusa_Morocco_v_Norway_7_June_2026-110_%28cropped%29.jpg,
1519,David Odogu,Wolfsburg,no_photo,David Odogu,German footballer,,
1520,Tim Oermann,Bochum,no_photo,Tim Oermann,German footballer (born 2003),,
1521,Ifechukwu Ogbus,Freiburg,no_photo,Bruno Ogbus,Swiss footballer (born 2005),,
1522,Finn Ole Becker,Hoffenheim,no_photo,Finn Ole Becker,German footballer,,
1523,Michael Olise,Bayern Munich,ok,Michael Olise,French footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Michael_Olise_France_v_Senegal_16_June_2026-307_%28cropped%29.jpg/500px-Michael_Olise_France_v_Senegal_16_June_2026-307_%28cropped%29.jpg,
1524,Jonas Omlin,Gladbach,ok,Jonas Omlin,Swiss footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Jonas_Omlin_2019.jpg/500px-Jonas_Omlin_2019.jpg,
1525,Karim Onisiwo,Mainz 05,ok,Karim Onisiwo,Austrian footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/FC_Red_Bull_Salzburg_gegen_FC_Blau-Wei%C3%9F_Linz_%282025-04-06_%C3%96sterreichische_Bundesliga%29_53.jpg/500px-FC_Red_Bull_Salzburg_gegen_FC_Blau-Wei%C3%9F_Linz_%282025-04-06_%C3%96sterreichische_Bundesliga%29_53.jpg,
1526,Frank Onyeka,Augsburg,ok,Frank Onyeka,Nigerian footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Frank_Onyeka_2025.jpg/500px-Frank_Onyeka_2025.jpg,
1527,Loïs Openda,RB Leipzig,ok,Loïs Openda,Belgian footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Lo%C3%AFs_Openda_USMNT_v_Belgium_Mar_28_2026-19_%28cropped%29.jpg/500px-Lo%C3%AFs_Openda_USMNT_v_Belgium_Mar_28_2026-19_%28cropped%29.jpg,
1528,Gift Orban,Hoffenheim,no_photo,Gift Orban,Nigerian footballer (born 2002),,
1529,Willi Orban,RB Leipzig,ok,Willi Orbán,Hungary international footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Orbanirl.jpg/500px-Orbanirl.jpg,
1530,Ivan Ordets,Bochum,ok,Ivan Ordets,Ukrainian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Ivan_Ordets_2019.jpg/500px-Ivan_Ordets_2019.jpg,
1531,Patrick Osterhage,Freiburg,no_photo,Patrick Osterhage,German footballer,,
1532,Assan Ouedraogo,RB Leipzig,ok,Assan Ouédraogo,German footballer (born 2006),https://upload.wikimedia.org/wikipedia/commons/0/09/%28Assan_Ou%C3%A9draogo%29_2026_FIFA_World_Cup%2C_Germany_v_Ivory_Coast_post-match_%28cropped%29.jpg,
1533,Salih Özcan,Wolfsburg,ok,Salih Özcan,Footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93032.jpg/500px-2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93032.jpg,
1534,Salih Özcan,Dortmund,ok,Salih Özcan,Footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93032.jpg/500px-2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93032.jpg,
1535,Exequiel Palacios,Leverkusen,ok,Exequiel Palacios,Argentine footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Exequiel_Palacios%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%281%29.jpg/500px-Exequiel_Palacios%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%281%29.jpg,
1536,João Palhinha,Bayern Munich,ok,João Palhinha,Portuguese footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Joaopalhinha.jpg/500px-Joaopalhinha.jpg,
1537,Mats Pannewig,Bochum,no_photo,Mats Pannewig,German footballer,,
1538,Kevin Paredes,Wolfsburg,no_photo,Kevin Paredes,American soccer player (born 2003),,
1539,Felix Passlack,Bochum,ok,Felix Passlack,German association football player,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Passlack170727_%28cropped%29.jpg/500px-Passlack170727_%28cropped%29.jpg,
1540,Aleksandar Pavlovic,Bayern Munich,ok,Aleksandar Pavlović (footballer),German footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/FC_RB_Salzburg_gegen_FC_Bayern_M%C3%BCnchen_%282026-01-06_Testspiel%29_34.jpg/500px-FC_RB_Salzburg_gegen_FC_Bayern_M%C3%BCnchen_%282026-01-06_Testspiel%29_34.jpg,
1541,Mads Pedersen,Augsburg,ok,Mads Pedersen,Danish cyclist (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Mads_Pedersen.jpg/500px-Mads_Pedersen.jpg,
1542,Jordan Pefok,Union Berlin,ok,Jordan Pefok,American soccer player (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Jordan_Siebatcheu_%28Juli_2018%29.jpg/500px-Jordan_Siebatcheu_%28Juli_2018%29.jpg,
1543,Daniel Peretz,Bayern Munich,ok,Daniel Peretz,Israeli football player (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Daniel_Peretz_2022_%28cropped%29.jpg/500px-Daniel_Peretz_2022_%28cropped%29.jpg,
1544,Noah Pesch,Gladbach,no_photo,Noah Pesch,Croatian footballer,,
1545,Luca Philipp,Hoffenheim,ok,Luca Raimund,German footballer (born 2005),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Luca-Raimund-2025.jpg/500px-Luca-Raimund-2025.jpg,
1546,Maximilian Philipp,Freiburg,ok,Maximilian Philipp,German footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Maximilian_Philipp_2019_v_Lokomotiv.jpg/500px-Maximilian_Philipp_2019_v_Lokomotiv.jpg,
1547,Benedikt Pichler,Holstein Kiel,ok,Benedikt Pichler,Austrian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2025-04-15_Benedikt_Pichler.jpg/500px-2025-04-15_Benedikt_Pichler.jpg,
1548,Amos Pieper,Werder Bremen,no_photo,Amos Pieper,German footballer (born 1998),,
1549,Marvin Pieringer,Heidenheim,no_photo,Marvin Pieringer,German footballer (born 1999),,
1550,Alassane Pléa,Gladbach,ok,Alassane Pléa,French footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/2022128154313_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0983_-_B70I7094_%28cropped%29.jpg/500px-2022128154313_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0983_-_B70I7094_%28cropped%29.jpg,
1551,Finn Porath,Holstein Kiel,ok,Finn Porath,German footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/FinnPorath_%28cropped%29.jpg/500px-FinnPorath_%28cropped%29.jpg,
1552,Yussuf Poulsen,RB Leipzig,ok,Yussuf Poulsen,Danish footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Testspiel_Rasenballsport_Leipzig_gegen_FC_Liefering_%289.August_2016%29_03.jpg/500px-Testspiel_Rasenballsport_Leipzig_gegen_FC_Liefering_%289.August_2016%29_03.jpg,
1553,Alexander Prass,Hoffenheim,ok,Alexander Prass,Austrian footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/FC_Liefering_versus_WSG_Wattens_%2824._Mai_2019%29_06.jpg/500px-FC_Liefering_versus_WSG_Wattens_%2824._Mai_2019%29_06.jpg,
1554,David Preu,Union Berlin,no_photo,David Preu,German footballer,,
1555,Grischa Prömel,Hoffenheim,ok,Grischa Prömel,German footballer,https://upload.wikimedia.org/wikipedia/commons/f/fe/Grischa_Pr%C3%B6mel_-_Rio_2016.jpg,
1556,Ivan Prtajin,Union Berlin,no_photo,Ivan Prtajin,Croatian footballer,,
1557,Tymoteusz Puchacz,Holstein Kiel,ok,Tymoteusz Puchacz,Polish footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Tymoteusz_Puchacz_2017_Pierwszy_Gwizdek_Lecha_Pozna%C5%84.jpg/500px-Tymoteusz_Puchacz_2017_Pierwszy_Gwizdek_Lecha_Pozna%C5%84.jpg,
1558,Leopold Querfeld,Union Berlin,ok,Leopold Querfeld,Austrian footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/0/05/FC_Red_Bull_Salzburg_vs._SK_Rapid_Wien_%282022-09-18%29_25a_%28cropped%29_%28cropped%29.jpg,
1559,Grant Ranos,Gladbach,ok,Grant-Leon Ranos,Armenian footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Grant-Leon_Ranos_YantsImages_-_Asatur_Yesayants_651_%28cropped%29.jpg/500px-Grant-Leon_Ranos_YantsImages_-_Asatur_Yesayants_651_%28cropped%29.jpg,
1560,David Raum,RB Leipzig,ok,David Raum,German footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2658_%28cropped%29.jpg/500px-2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2658_%28cropped%29.jpg,
1561,Rocco Reitz,Gladbach,no_photo,Rocco Reitz,German footballer (born 2002),,
1562,Nicolai Remberg,Holstein Kiel,ok,Nicolai Remberg,German footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/2025-03-05_Nicolai_Remberg_Holstein_Kiel_pic2.jpg/500px-2025-03-05_Nicolai_Remberg_Holstein_Kiel_pic2.jpg,
1563,Elvis Rexhbeçaj,Augsburg,no_photo,Elvis Rexhbeçaj,Kosovar footballer,,
1564,Gio Reyna,Dortmund,ok,Giovanni Reyna,American soccer player (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Gio_Reyna_USMNT_v_Belgium_Mar_28_2026-60_%28cropped%29.jpg/500px-Gio_Reyna_USMNT_v_Belgium_Mar_28_2026-60_%28cropped%29.jpg,
1565,Fabian Rieder,Stuttgart,no_photo,Fabian Rieder,Swiss footballer (born 2002),,
1566,Lasse Rieß,Mainz 05,no_photo,Lasse Rieß,German footballer (born 2001),,
1567,Lars Ritzka,St. Pauli,ok,Lars Ritzka,German footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/2025-04-23_-_FC_St_Pauli_-_Lars_Ritzka_1.jpg/500px-2025-04-23_-_FC_St_Pauli_-_Lars_Ritzka_1.jpg,
1568,Mads Roerslev,Wolfsburg,ok,Mads Roerslev,Danish footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Mads_Roerslev.jpg/500px-Mads_Roerslev.jpg,
1569,Merlin Röhl,Freiburg,no_photo,Merlin Röhl,German footballer (born 2002),,
1570,Lasse Rosenboom,Holstein Kiel,ok,Lasse Rosenboom,German footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/2026-03-04_Lasse_Rosenboom.jpg/500px-2026-03-04_Lasse_Rosenboom.jpg,
1571,Max Rosenfelder,Freiburg,no_photo,Max Rosenfelder,German footballer (born 2003),,
1572,Tom Rothe,Union Berlin,ok,Tom Rothe,German footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/2/2e/Holstein-Kiel-Aufstiegsfeier-2024-msu-0186-%28Tom-Rothe%29.jpg,
1573,Anthony Rouault,Stuttgart,ok,Anthony Rouault,French footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Rouault_2022-01-19_3_%28cropped_bust%29.jpg/500px-Rouault_2022-01-19_3_%28cropped_bust%29.jpg,
1574,Jérôme Roussillon,Union Berlin,ok,Jérôme Roussillon,Guadeloupean footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/J%C3%A9r%C3%B4me_Roussillon_2019.jpg/500px-J%C3%A9r%C3%B4me_Roussillon_2019.jpg,
1575,Julian Ryerson,Dortmund,ok,Julian Ryerson,Norwegian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Julian_Ryerson_Morocco_v_Norway_7_June_2026-200_%28cropped%29.jpg/500px-Julian_Ryerson_Morocco_v_Norway_7_June_2026-200_%28cropped%29.jpg,
1576,Frederik Rønnow,Union Berlin,ok,Frederik Rønnow,Danish footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/FrederikR%C3%B6nnow.jpg/500px-FrederikR%C3%B6nnow.jpg,
1577,Elias Saad,St. Pauli,ok,Elias Saad,Footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/2025-04-23_-_FC_St_Pauli_-_Elias_Saad.jpg/500px-2025-04-23_-_FC_St_Pauli_-_Elias_Saad.jpg,
1578,Marcel Sabitzer,Dortmund,ok,Marcel Sabitzer,Austrian footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Marcel_Sabitzer_2020_%28cropped%29.jpg/500px-Marcel_Sabitzer_2020_%28cropped%29.jpg,
1579,Faik Sakar,RB Leipzig,no_photo,Faik Sakar,German footballer (born 2008),,
1580,Manolis Saliakas,St. Pauli,ok,Manolis Saliakas,Greek footballer (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Manolis_Saliakas.jpg/500px-Manolis_Saliakas.jpg,
1581,Roland Sallai,Freiburg,ok,Roland Sallai,Hungarian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Sallaiirl.jpg/500px-Sallaiirl.jpg,
1582,Diadie Samassékou,Hoffenheim,ok,Diadie Samassékou,Malian footballer (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/FC_Admira_Wacker_M%C3%B6dling_vs._FC_Red_Bull_Salzburg_2018-04-15_%28043%29.jpg/500px-FC_Admira_Wacker_M%C3%B6dling_vs._FC_Red_Bull_Salzburg_2018-04-15_%28043%29.jpg,
